Geneid	0_R1	0_R2	0_R3	30_R1	30_R2	30_R3	45_R1	45_R2	45_R3	75_R1	75_R2	75_R3	135_R1	135_R2	135_R3	Entity	Symbol
gene-FTB24_19295	92	56	399	68	67	234	107	85	149	63	121	203	110	557	542	host	gene-FTB24_19295
gene-FTB24_19445	26	24	191	39	29	88	32	36	56	31	34	63	89	262	233	host	gene-FTB24_19445
gene-FTB24_15000	995	595	1179	1107	554	635	595	527	436	589	434	476	1442	1364	1385	host	gene-FTB24_15000
gene-FTB24_16750	81	72	75	57	89	95	86	74	82	37	69	80	107	100	121	host	rhaM
gene-FTB24_06170	1947	1800	771	1776	3935	4023	3580	2345	1335	1960	1719	1568	2887	1767	2642	host	gene-FTB24_06170
gene-FTB24_03540	1573	1048	1341	884	745	749	595	583	476	563	486	539	797	723	783	host	cas1b
gene-FTB24_03255	1340	1194	1015	1128	1113	1062	858	854	812	516	552	604	1081	911	1088	host	gene-FTB24_03255
gene-FTB24_17525	121	124	106	72	122	143	130	118	145	101	143	114	169	139	196	host	gene-FTB24_17525
gene-FTB24_05405	160	155	268	130	160	195	161	191	204	191	161	178	254	302	308	host	gene-FTB24_05405
gene-FTB24_11915	1671	1646	1424	1575	2095	1932	1420	1572	1431	1225	1214	1207	1514	1113	1612	host	gene-FTB24_11915
gene-FTB24_19280	176	118	594	130	151	255	198	136	204	115	164	237	247	695	578	host	gene-FTB24_19280
gene-FTB24_06305	2403	1627	1235	644	1306	1274	1273	1484	1448	1399	1211	1255	930	805	1046	host	holA
gene-FTB24_02880	465	419	421	306	478	485	322	367	3881	278	311	322	346	463	471	host	gene-FTB24_02880
gene-FTB24_00850	1233	1677	1064	1027	1728	1597	1675	1852	1712	1284	1245	1335	1753	1180	1709	host	gene-FTB24_00850
gene-FTB24_16305	41	46	265	89	46	110	102	83	81	95	101	110	104	232	246	host	gene-FTB24_16305
gene-FTB24_16700	10	10	101	15	13	45	25	10	34	10	15	43	17	87	102	host	gene-FTB24_16700
gene-FTB24_12440	6856	9214	6291	4784	7029	6590	6000	6480	5574	5104	4864	4993	5646	4180	5875	host	gene-FTB24_12440
gene-FTB24_11765	206	167	430	185	258	278	231	297	271	155	268	250	204	360	329	host	gene-FTB24_11765
gene-FTB24_02095	3322	2916	3672	2308	2416	2278	2453	2411	2113	2037	1820	1877	2444	1968	2309	host	gene-FTB24_02095
gene-FTB24_18795	2359	4644	3926	1358	3575	3365	2418	3242	3201	1891	3215	2283	2008	1039	1742	host	gene-FTB24_18795
gene-FTB24_17865	3803	3420	1641	2616	6209	6030	5033	4670	3563	3752	3581	3208	5163	2912	4310	host	gene-FTB24_17865
gene-FTB24_01995	79	135	77	30	43	79	53	76	76	75	91	78	38	32	45	host	gene-FTB24_01995
gene-FTB24_14210	2087	1318	1737	2602	2133	2166	2743	2513	2227	2468	1980	2241	3417	2688	3552	host	glgP
gene-FTB24_06520	6813	7217	6768	9493	10525	9178	9275	10518	9214	10235	8459	9310	10096	6569	9206	host	glyQ
gene-FTB24_09600	1538	1725	771	2145	3386	3025	2463	2874	2623	1829	1916	1839	2158	1327	2074	host	gene-FTB24_09600
gene-FTB24_11815	630	627	511	465	747	726	588	609	612	469	569	561	668	584	762	host	gene-FTB24_11815
gene-FTB24_04095	247	257	332	233	301	297	240	307	265	241	286	334	441	365	464	host	ruvC
gene-FTB24_00970	2589	2457	2050	2312	2944	2557	2721	2914	2584	1976	1733	1756	2334	1797	2300	host	gene-FTB24_00970
gene-FTB24_07590	1339	1006	969	462	709	645	447	557	437	572	546	470	2984	2463	2788	host	gene-FTB24_07590
gene-FTB24_08560	2	0	5	0	4	2	11	9	4	13	10	13	20	31	26	host	gene-FTB24_08560
gene-FTB24_05990	5380	6896	6097	5660	7316	7518	4333	4519	4819	2794	2868	3449	3544	2419	3492	host	gene-FTB24_05990
gene-FTB24_12095	68	99	145	64	84	114	71	102	113	75	82	99	103	119	167	host	gene-FTB24_12095
gene-FTB24_09435	35	37	193	80	59	92	109	68	77	103	79	113	145	246	298	host	gene-FTB24_09435
gene-FTB24_06010	190	248	163	176	295	255	223	257	221	201	197	222	185	151	219	host	gene-FTB24_06010
gene-FTB24_07760	3696	4065	2485	3102	4638	4576	2626	3136	3002	2016	2201	2285	2471	1586	2477	host	gene-FTB24_07760
gene-FTB24_01560	176	169	204	111	138	158	167	181	191	161	173	197	168	170	251	host	gene-FTB24_01560
gene-FTB24_09685	475	273	504	490	497	544	461	537	461	405	441	440	989	1072	1250	host	gene-FTB24_09685_gene_aroF
gene-FTB24_10870	1444	1395	937	1293	1662	1505	1340	1399	1237	959	930	885	1304	888	1266	host	gene-FTB24_10870
gene-FTB24_03220	43495	62178	40946	36729	52444	43338	38136	45542	45619	34818	42419	46805	38852	26054	41635	host	gene-FTB24_03220
gene-FTB24_11500	3966	4067	3234	3377	3945	3693	3177	3265	2876	3010	2682	2683	3914	3006	4058	host	gene-FTB24_11500
gene-FTB24_14715	3542	3356	2472	3125	3811	3395	3215	3549	3130	2967	2922	2923	2716	1859	2635	host	gene-FTB24_14715
gene-FTB24_15510	410	451	621	342	357	386	320	347	304	375	306	395	904	750	868	host	gene-FTB24_15510
gene-FTB24_02490	69143	53136	42117	17989	18112	23308	11794	12497	12374	7462	6810	8160	8177	4921	6088	host	gap
gene-FTB24_03425	2346	2227	1826	1797	2486	2090	2523	2508	2078	2111	1888	1854	1889	1427	1899	host	gene-FTB24_03425
gene-FTB24_07440	952	783	589	682	783	803	468	446	439	289	294	291	413	411	575	host	gene-FTB24_07440
gene-FTB24_18245	9418	14419	14471	4081	8361	6952	6346	8044	7806	5981	8217	7255	4066	1921	3110	host	gene-FTB24_18245
gene-FTB24_07935	2789	3483	2463	1807	3430	3031	3771	4216	3877	3277	3425	3636	2707	1701	2899	host	gene-FTB24_07935
gene-FTB24_04465	668	652	1007	777	609	650	509	581	508	593	529	557	781	687	823	host	gene-FTB24_04465
gene-FTB24_09565	158	188	180	105	210	189	175	161	149	195	166	186	100	129	169	host	gene-FTB24_09565
gene-JD032_38	13	13	23	458	284	1323	14264	13785	9404	30308	24767	28496	19227	44781	41105	phage	gene-JD032_38
gene-FTB24_04385	3030	3455	2353	2245	3229	2726	2542	2793	2376	2184	2173	2210	2338	1610	2439	host	gene-FTB24_04385
gene-FTB24_02165	295	292	417	289	336	396	340	299	352	288	273	355	221	319	339	host	gene-FTB24_02165
gene-FTB24_14175	22634	28540	23380	15269	28837	22116	20657	31180	22300	14844	29486	23818	15040	7323	11902	host	gene-FTB24_14175
gene-FTB24_18505	40598	31555	68198	34231	21150	23494	16450	17088	15384	19681	14339	15516	39243	32341	31257	host	rpsG
gene-FTB24_08650	102	105	183	320	245	282	416	435	353	417	323	391	492	345	442	host	gene-FTB24_08650
gene-FTB24_13995	497	479	659	442	554	557	492	559	521	495	550	533	612	555	646	host	gene-FTB24_13995
gene-FTB24_13775	530	388	602	641	500	492	491	471	418	419	323	410	742	717	741	host	gene-FTB24_13775
gene-FTB24_10860	405	787	547	313	597	511	448	537	448	493	616	513	929	730	1194	host	gene-FTB24_10860
gene-FTB24_06345	1456	1346	1522	1263	1612	1590	1775	1764	1654	1855	1734	1993	1735	1297	1734	host	gene-FTB24_06345
gene-FTB24_06815	8340	5681	11651	14649	8619	9761	6715	6949	6653	5754	4461	5396	7810	6183	6940	host	iorA
gene-FTB24_01165	3927	4767	3030	4438	6760	5689	5493	5975	5901	4928	5532	5858	5342	2970	5818	host	gene-FTB24_01165
gene-FTB24_06250	386	434	403	309	496	427	370	420	364	326	406	444	559	403	626	host	gene-FTB24_06250
gene-FTB24_18450	18638	12052	32233	13554	6832	9013	6817	7085	6232	7857	6159	6176	15011	14113	12813	host	rplP
gene-FTB24_11175	121	77	169	143	97	151	103	103	98	113	122	122	208	233	282	host	hisH
gene-FTB24_03175	35	37	336	42	63	131	112	79	107	62	95	136	86	292	258	host	murQ
gene-FTB24_15015	19882	15076	22076	20076	13500	13922	11143	10729	10111	14832	11895	14315	25918	19044	25320	host	cdhC
gene-FTB24_15230	250	208	567	321	313	374	348	331	315	347	379	448	441	699	751	host	gene-FTB24_15230
gene-FTB24_03235	8350	4961	6240	6684	6152	5543	4655	4216	3394	3416	2776	3257	6552	4520	5550	host	gene-FTB24_03235
gene-FTB24_12310	37684	39316	23712	38184	51086	48787	32251	33102	32095	23658	23953	23668	29372	19314	29520	host	gene-FTB24_12310
gene-FTB24_08945	333	500	427	432	665	723	632	794	748	612	730	862	426	293	406	host	gene-FTB24_08945
gene-FTB24_13660	1432	1430	984	1252	1680	1661	1366	1403	1235	1280	1098	1093	1155	877	1298	host	gene-FTB24_13660
gene-FTB24_17770	22419	19341	25949	24932	38242	34153	32320	48444	39968	19764	42863	36510	18464	10453	15976	host	gene-FTB24_17770
gene-FTB24_07580	674	640	359	1058	1542	1233	1195	1143	1111	611	640	546	873	570	760	host	gene-FTB24_07580
gene-FTB24_08100	6	2	10	7	6	8	3	6	3	2	1	8	9	24	10	host	gene-FTB24_08100
gene-FTB24_18610	10975	9481	8099	10411	10818	9920	6347	6411	5502	4209	3846	3821	7541	6092	8224	host	gene-FTB24_18610
gene-FTB24_02465	324	338	651	237	233	288	211	225	232	186	231	236	220	288	346	host	gene-FTB24_02465
gene-FTB24_02600	84	89	137	83	117	132	198	234	232	220	226	214	185	229	234	host	gene-FTB24_02600
gene-FTB24_12640	7778	9777	7338	6141	8849	8521	6184	6944	6240	5120	5208	5065	8026	5627	7751	host	codY
gene-FTB24_17975	1354	1279	1478	769	737	833	855	942	930	818	782	770	1025	1024	1047	host	gene-FTB24_17975
gene-FTB24_18875	1191	2188	2010	923	1908	1961	1206	1532	1399	1320	1404	1200	1165	636	972	host	gene-FTB24_18875
gene-FTB24_09065	22	26	49	18	27	38	26	37	31	32	47	48	47	65	67	host	gene-FTB24_09065
gene-FTB24_13875	66	70	151	160	95	157	145	138	125	204	134	121	581	481	413	host	gene-FTB24_13875
gene-FTB24_17500	1815	1113	1802	1374	1064	1252	1558	1721	1362	2571	2082	1946	11031	8117	7615	host	purF
gene-FTB24_14410	1862	2211	2093	1325	1996	1785	1827	1997	1848	1776	1954	2194	1930	1235	1826	host	gene-FTB24_14410
gene-FTB24_18490	30293	22129	47385	18676	13513	15883	9993	10692	8738	10179	8552	7966	19148	19521	18288	host	rpsJ
gene-FTB24_03465	2200	1617	1473	1696	1826	1535	1642	1422	907	1393	1190	1020	1761	1344	1512	host	gene-FTB24_03465
gene-FTB24_02485	38683	24420	27985	9631	7860	11069	6545	6308	5515	4886	3833	4420	8388	3888	4074	host	gene-FTB24_02485
gene-FTB24_12300	10742	9923	7063	7180	13407	11443	9000	9968	8782	6836	7444	7981	8087	5353	7626	host	xth
gene-FTB24_04830	211	485	237	79	125	136	69	123	149	72	101	125	35	75	99	host	gene-FTB24_04830
gene-FTB24_16185	229	280	338	201	266	465	296	275	305	313	273	364	298	381	431	host	gene-FTB24_16185
gene-FTB24_01930	40	37	205	56	47	69	45	40	76	43	49	64	55	163	163	host	gene-FTB24_01930
gene-FTB24_05640	347	343	498	352	438	433	467	493	415	530	434	466	576	483	673	host	gene-FTB24_05640
gene-FTB24_13880	190	239	322	168	311	317	401	444	380	495	530	492	644	474	812	host	gene-FTB24_13880
gene-FTB24_18945	15700	26811	22265	6109	14595	13090	9483	12613	11980	8460	11331	9640	6729	3579	5879	host	gene-FTB24_18945
gene-FTB24_03555	1299	1305	734	1161	1937	1927	2103	2208	1990	1721	1766	1755	2366	1385	1900	host	gene-FTB24_03555
gene-FTB24_06280	1406	2410	1395	602	1407	1062	1835	2490	2080	1585	1840	1698	1187	965	1670	host	gene-FTB24_06280
gene-FTB24_07370	8570	9547	7133	3699	6428	6397	3815	4548	3935	3589	3702	3175	19352	12866	16892	host	gene-FTB24_07370
gene-FTB24_11875	612	737	597	456	800	697	684	734	727	594	642	807	744	624	811	host	gene-FTB24_11875
gene-FTB24_00700	4498	3571	4335	3827	3514	3610	2591	2782	2423	2771	2212	2275	4777	3812	4297	host	greA
gene-FTB24_19160	793	725	1608	262	451	500	284	411	328	228	328	232	325	258	244	host	gene-FTB24_19160
gene-FTB24_11820	684	591	818	671	601	825	617	639	607	646	545	655	838	1003	1171	host	gene-FTB24_11820
gene-FTB24_09775	479	404	619	411	349	390	326	375	284	360	264	294	614	518	557	host	gene-FTB24_09775
gene-FTB24_11540	31	30	68	27	29	54	28	31	28	38	54	57	64	98	140	host	gene-FTB24_11540
gene-FTB24_17625	1124	1166	799	993	1973	1548	1479	1622	1343	1039	1060	1183	1435	908	1267	host	gene-FTB24_17625
gene-FTB24_12620	91198	84435	101272	105257	101532	93792	80395	74747	64606	53828	48183	54594	94411	65673	79658	host	nifS
gene-FTB24_13420	1266	1439	1795	859	2426	2130	1589	1959	1545	844	1452	919	1062	384	644	host	gene-FTB24_13420
gene-FTB24_14955	132	148	201	66	101	105	101	75	97	80	127	102	124	182	168	host	gene-FTB24_14955
gene-FTB24_18125	845	726	1682	279	490	458	311	389	335	267	335	258	309	258	245	host	gene-FTB24_18125
gene-FTB24_14255	684	765	789	559	955	1032	849	1057	1168	727	1024	1055	1771	1583	2050	host	gene-FTB24_14255
gene-FTB24_11585	282	147	190	254	530	567	517	438	213	422	311	264	799	723	840	host	gene-FTB24_11585
gene-FTB24_15120	448	360	692	377	297	334	303	315	277	360	304	334	516	570	597	host	gene-FTB24_15120
gene-FTB24_02780	27	34	52	26	45	44	30	29	32	28	23	26	39	43	62	host	gene-FTB24_02780
gene-FTB24_18370	13482	11185	28491	10562	6510	7485	6224	6060	5138	6174	4780	4770	10266	10154	9415	host	gene-FTB24_18370
gene-FTB24_14625	4036	4071	4607	4323	4284	4072	3912	3635	3378	3409	3385	3588	4843	3739	4999	host	gene-FTB24_14625
gene-FTB24_05480	39	27	218	37	26	97	41	33	45	30	34	53	48	184	170	host	gene-FTB24_05480
gene-FTB24_06455	96	132	142	81	111	106	86	134	129	110	157	187	161	179	273	host	gene-FTB24_06455
gene-FTB24_12980	9571	10873	7386	8022	12554	12379	11102	12427	11920	10283	10250	10656	9738	6803	10272	host	spo0A
gene-FTB24_01030	5044	4273	4790	4057	4166	4278	3735	3930	3207	3592	2868	2727	6016	4647	5244	host	prfA
gene-FTB24_11750	541	407	697	569	407	490	402	419	366	422	329	397	807	826	822	host	gene-FTB24_11750
gene-FTB24_13290	4592	4885	5789	4887	5133	4940	4781	5216	4847	4218	4023	4091	5541	4221	5377	host	gene-FTB24_13290
gene-FTB24_18130	722	642	1481	230	433	406	292	375	296	188	290	232	277	220	222	host	gene-FTB24_18130
gene-FTB24_17960	2373	2362	1956	1551	2172	2149	1347	1825	1669	1099	1151	1292	1322	1137	1475	host	fabZ
gene-FTB24_05510	48	36	105	30	22	36	19	7	18	14	20	22	41	56	62	host	gene-FTB24_05510
gene-FTB24_01610	3405	2056	989	3351	2833	2456	3904	2743	2586	2043	1585	1646	1712	1018	1128	host	gene-FTB24_01610
gene-FTB24_01600	144	147	201	106	171	171	138	128	132	91	82	97	120	104	125	host	gene-FTB24_01600
gene-FTB24_13435	84	104	114	40	64	81	80	90	90	90	89	85	158	175	217	host	gene-FTB24_13435
gene-FTB24_02205	11049	6912	12065	11073	6955	6577	6129	5797	4965	4474	3757	3921	9360	6681	6614	host	gene-FTB24_02205
gene-FTB24_08245	970	1749	1224	734	1358	1354	1619	1894	1719	1768	2206	1854	2179	1314	2066	host	gene-FTB24_08245
gene-FTB24_10775	7522	6157	6802	9447	9599	9909	8144	8727	7956	6280	5618	6065	9291	6605	8350	host	gene-FTB24_10775
gene-FTB24_13910	473	639	398	341	661	564	525	509	502	436	525	596	583	453	684	host	gene-FTB24_13910
gene-FTB24_00775	21763	22765	17076	19462	25235	23190	18047	19108	19776	13650	14088	15850	11589	7552	10950	host	gene-FTB24_00775
gene-FTB24_06225	1873	1820	788	1425	582	193	542	265	130	294	310	128	340	281	304	host	gene-FTB24_06225
gene-FTB24_12225	6295	8551	4994	4359	6857	5661	5645	6284	5975	4562	5298	5629	4487	3109	4958	host	gene-FTB24_12225
gene-FTB24_04930	4643	3277	4456	4377	2967	2694	2489	2426	2130	2051	1620	1660	4405	3533	3564	host	gene-FTB24_04930
gene-FTB24_14065	23	16	152	47	32	72	51	35	48	39	58	64	42	150	127	host	leuD
gene-FTB24_11465	29	33	141	25	24	61	47	46	49	46	44	47	60	144	178	host	gene-FTB24_11465
gene-FTB24_05895	35025	42531	39127	34821	51973	53524	40114	48121	52848	41454	54519	59773	38212	27507	43187	host	gene-FTB24_05895
gene-FTB24_08015	278	444	209	167	375	391	175	252	252	179	185	258	177	136	192	host	gene-FTB24_08015
gene-FTB24_03115	38	39	108	37	32	58	50	41	28	54	47	66	34	76	72	host	gene-FTB24_03115
gene-FTB24_06785	276	285	249	240	356	304	302	311	318	171	179	230	130	99	158	host	gene-FTB24_06785
gene-FTB24_12005	2627	3311	2074	2401	4064	3813	3008	3399	3244	2576	2646	2812	2263	1361	2260	host	gene-FTB24_12005
gene-FTB24_12380	4524	5235	5723	4446	5052	4974	6004	6659	5625	4716	4255	4424	6481	4633	6216	host	rimO
gene-FTB24_03230	6114	4239	4400	4760	5329	5190	3780	3562	2771	2936	2521	3015	5533	4007	5176	host	gene-FTB24_03230
gene-FTB24_02195	9249	5377	8856	9546	5278	4934	5690	5262	4426	4630	3364	3583	8463	6351	6101	host	gene-FTB24_02195
gene-FTB24_09470	19	20	73	31	25	51	52	25	43	45	40	55	56	108	131	host	gene-FTB24_09470
gene-FTB24_18070	4714	7580	6784	1958	4243	3971	3275	3799	3563	2436	3493	2518	2252	1211	1781	host	gene-FTB24_18070
gene-FTB24_11700	7229	6580	7942	5759	5248	5410	4877	5104	4435	5233	4741	4552	7891	6580	7090	host	rpoD
gene-FTB24_15085	45	48	98	36	53	71	42	45	44	63	62	54	57	100	98	host	gene-FTB24_15085
gene-FTB24_14875	4467	4177	3873	3537	4035	3678	2990	3042	2743	2470	2357	2508	3170	2554	3228	host	gene-FTB24_14875
gene-FTB24_05805	444	326	724	540	369	419	325	316	339	358	323	438	579	716	778	host	mngB
gene-FTB24_10070	180	216	168	159	173	193	189	207	181	226	203	213	535	442	567	host	gene-FTB24_10070
gene-FTB24_14470	2368	2875	1595	1962	3191	2774	2170	2393	2349	1955	2076	2400	2340	1653	2690	host	gene-FTB24_14470
gene-FTB24_04125	5578	6839	4291	4420	6761	5611	4144	4730	3855	3751	3982	4031	5338	3751	5702	host	yajC
gene-FTB24_01675	563	358	491	431	291	400	246	232	269	242	241	293	586	640	732	host	fdhD
gene-FTB24_01665	3393	3948	2396	2309	3669	3096	2894	3310	3069	2043	2327	2542	2343	1474	2085	host	gene-FTB24_01665
gene-FTB24_05585	810	898	620	558	847	854	798	863	802	620	731	784	927	573	904	host	gene-FTB24_05585
gene-FTB24_02815	2043	2209	1981	1845	2189	1939	1657	1822	1520	1837	1828	1709	1675	1348	1589	host	gene-FTB24_02815
gene-FTB24_15855	7798	7950	5568	4215	6064	4972	4448	5145	4246	3933	3836	4742	4175	3170	5085	host	gene-FTB24_15855
gene-FTB24_13610	321	470	473	544	663	490	671	704	583	547	638	556	788	1158	928	host	cdeC
gene-FTB24_01810	12934	7698	17269	12581	7099	6806	6241	6225	5838	6307	4978	5531	9879	8807	8253	host	lon
gene-FTB24_03530	2337	1221	2618	1486	804	981	875	684	645	680	600	693	1306	1265	1250	host	gene-FTB24_03530
gene-FTB24_17880	4869	3745	5870	4952	3314	3431	3510	3370	2963	2589	2242	2353	3600	3104	3299	host	gene-FTB24_17880
gene-FTB24_02825	1078	1313	645	807	1424	1271	1114	1423	1264	1224	1216	1344	1548	1097	1433	host	gene-FTB24_02825
gene-FTB24_08625	369	274	252	345	427	442	364	390	384	349	370	407	360	243	404	host	gene-FTB24_08625
gene-FTB24_08455	514	505	526	559	543	621	483	473	385	387	310	390	623	525	641	host	gene-FTB24_08455
gene-FTB24_12740	1704	1743	2289	1555	1609	1411	1648	1831	1525	1548	1366	1415	2383	2122	2373	host	rimM
gene-FTB24_00265	154	147	400	211	186	250	233	179	198	158	177	165	137	284	267	host	gene-FTB24_00265
gene-FTB24_17915	115	82	352	124	130	191	119	95	128	107	123	161	154	323	307	host	celB
gene-FTB24_01975	2659	2274	2430	2031	2078	1883	2208	2290	2009	2007	1908	2059	4525	3311	4089	host	pstS
gene-FTB24_04230	2814	2358	3975	1634	1347	1487	1416	2575	1327	1212	1091	1109	2247	2388	2344	host	gene-FTB24_04230
gene-FTB24_11440	2213	3013	2270	1568	2583	2566	2216	2572	2145	2304	2162	2145	2357	1649	2121	host	gene-FTB24_11440_gene_murJ
gene-FTB24_19045	2446	2885	2034	1529	3324	3063	2484	2869	2627	2191	2345	2141	2832	1819	2568	host	gene-FTB24_19045
gene-FTB24_18050	3251	3817	2811	2143	3256	2766	3291	3482	2863	2609	2490	2610	3266	2407	3464	host	gene-FTB24_18050
gene-FTB24_00365	2144	2917	2000	1268	1486	1082	1607	1872	1651	1564	1733	1884	5105	3440	5171	host	gene-FTB24_00365
gene-FTB24_01570	381	674	456	270	542	486	489	575	547	425	490	499	338	334	431	host	gene-FTB24_01570
gene-FTB24_03050	489	523	852	510	626	656	595	518	495	451	447	519	753	795	949	host	gene-FTB24_03050
gene-FTB24_09200	3	4	43	21	12	27	24	14	15	29	16	26	23	57	66	host	gene-FTB24_09200_gene_mobC
gene-FTB24_09085	333	575	597	270	381	355	432	426	443	468	611	587	819	691	966	host	gene-FTB24_09085
gene-FTB24_04135	514	631	518	424	794	672	609	764	605	323	577	437	378	307	331	host	scfA
gene-FTB24_00875	14361	16792	11530	9338	15691	13861	12599	14188	12750	11175	11703	11771	11713	8284	11267	host	prs
gene-FTB24_04500	1937	2517	1289	1119	2006	1835	1272	1382	1292	1062	1264	1261	1532	1100	1732	host	gene-FTB24_04500
gene-JD032_8	36	19	50	37129	27321	25253	39477	46526	42012	17018	17208	20557	16711	39098	38618	phage	gene-JD032_8
gene-FTB24_03485	321	328	429	218	355	300	322	333	309	250	268	303	297	334	428	host	gene-FTB24_03485
gene-FTB24_18200	1265	1949	1892	602	1684	1330	975	1523	1335	1196	1552	1135	986	594	949	host	gene-FTB24_18200
gene-FTB24_13280	178	238	296	144	239	274	203	231	233	240	290	317	738	701	948	host	gene-FTB24_13280
gene-FTB24_01670	1474	984	1517	1184	1012	1056	788	814	777	724	634	806	1446	1422	1684	host	gene-FTB24_01670
gene-FTB24_02065	5487	6934	4155	4053	6915	6069	5386	6200	5829	4009	4623	4773	3628	2286	3574	host	gene-FTB24_02065
gene-FTB24_14105	865	1301	954	509	854	900	949	1075	906	883	896	922	958	721	1062	host	gene-FTB24_14105
gene-FTB24_09160	330	407	342	267	457	553	360	431	417	365	354	415	458	456	585	host	gene-FTB24_09160
gene-FTB24_09780	82	74	102	94	94	121	99	75	80	65	66	93	92	125	137	host	gene-FTB24_09780
gene-FTB24_06335	8305	10277	9204	8753	12289	11486	12473	13743	12979	11572	11047	10471	11446	7910	10551	host	lepA
gene-FTB24_01340	1963	1219	2234	1702	972	1050	869	961	836	888	686	887	1534	1483	1497	host	cobJ
gene-FTB24_16020	42078	45540	20417	20671	27849	21676	14564	15613	13668	12402	12589	11083	15952	9945	12758	host	gene-FTB24_16020
gene-FTB24_00445	938	910	875	796	865	981	992	786	701	712	591	666	1123	959	1050	host	gene-FTB24_00445
gene-FTB24_15560	16	14	51	8	18	24	14	19	16	11	8	25	12	63	57	host	gene-FTB24_15560
gene-FTB24_17895	131	131	200	126	136	178	169	127	142	108	109	132	142	183	214	host	gene-FTB24_17895
gene-FTB24_15320	410	436	295	266	381	397	367	304	368	246	267	334	192	144	246	host	gene-FTB24_15320
gene-FTB24_09540	725	812	638	863	1222	1153	1082	1055	1089	955	928	1020	853	553	807	host	gene-FTB24_09540
gene-FTB24_14705	392	418	331	273	490	407	318	424	365	383	354	382	313	272	375	host	gene-FTB24_14705
gene-FTB24_08185	5453	5349	4518	3411	4039	3835	2614	2574	2347	2067	1966	1969	6339	4834	6163	host	gene-FTB24_08185
gene-FTB24_03755	3100	3565	3301	2457	3295	3068	3052	2816	2377	2456	2306	2387	3660	2647	3505	host	gene-FTB24_03755
gene-FTB24_06575	134	154	294	124	164	202	132	145	145	118	137	198	152	304	293	host	gene-FTB24_06575
gene-FTB24_18825	4221	7525	5535	1672	5294	4735	3193	4805	3895	3852	4564	3356	3267	1927	3668	host	gene-FTB24_18825
gene-FTB24_00835	60	59	496	82	72	221	103	86	181	93	143	189	91	442	502	host	gene-FTB24_00835
gene-FTB24_10780	6761	5091	6618	7828	6135	6873	5788	5712	5017	4625	3652	3844	8482	6820	7551	host	gene-FTB24_10780
gene-FTB24_01970	3837	3445	3638	3107	3436	3189	3109	3213	2674	2522	2403	2354	4665	3696	4293	host	gene-FTB24_01970_gene_pepF
gene-FTB24_02995	74	129	321	204	254	314	252	248	276	242	277	290	439	452	616	host	gene-FTB24_02995
gene-FTB24_02950	21	22	116	23	28	74	34	31	41	30	39	60	28	122	120	host	gene-FTB24_02950
gene-FTB24_14815	1102	791	1282	1157	1019	1105	897	849	841	789	637	652	1113	922	1006	host	gene-FTB24_14815
gene-FTB24_11975	167	188	198	121	240	223	275	275	260	225	250	248	294	255	347	host	gene-FTB24_11975
gene-FTB24_15025	9708	6198	11896	9541	5632	6534	5518	5100	4931	7445	5745	6932	13496	11825	13940	host	gene-FTB24_15025
gene-FTB24_06450	91026	108335	57686	65181	104488	89894	80722	91104	87007	75681	74443	80017	74326	44710	76272	host	gene-FTB24_06450
gene-FTB24_18980	1468	2466	2385	957	1978	2006	1256	1621	1269	1228	1532	1222	1117	622	935	host	gene-FTB24_18980
gene-FTB24_10285	4	5	117	14	13	49	30	17	25	21	26	44	24	143	147	host	gene-FTB24_10285
gene-FTB24_07230	306	287	228	293	380	373	315	330	300	298	312	357	659	443	697	host	gene-FTB24_07230
gene-FTB24_13890	12	14	88	10	9	21	25	15	13	11	8	20	19	71	70	host	gene-FTB24_13890
gene-FTB24_03805	616	572	591	678	890	944	1091	1063	881	891	761	822	675	663	774	host	gene-FTB24_03805
gene-FTB24_16045	710	835	632	759	975	945	807	1027	872	683	909	878	506	234	334	host	gene-FTB24_16045
gene-FTB24_17215	2375	2239	1620	1542	2138	2034	1583	1743	1641	1228	1238	1399	1461	1315	1793	host	gene-FTB24_17215
gene-FTB24_05160	4694	4653	5202	4516	4952	4703	4597	4141	4285	4297	4007	4873	7341	4986	6597	host	gene-FTB24_05160
gene-FTB24_15900	37	28	65	28	50	52	56	36	33	35	37	44	72	120	124	host	gene-FTB24_15900
gene-FTB24_17970	11	11	164	15	11	72	40	34	44	21	29	59	25	148	165	host	spoIIID
gene-FTB24_09845	1206	1119	816	1091	1392	1445	971	1011	935	966	912	856	903	739	918	host	gene-FTB24_09845
gene-FTB24_19255	111	96	117	89	82	120	62	84	99	81	93	83	168	226	239	host	gene-FTB24_19255
gene-FTB24_00730	52	118	171	17	19	29	42	25	32	16	27	37	19	69	71	host	gene-FTB24_00730
gene-FTB24_14430	557	655	490	465	670	634	544	695	614	597	684	707	782	631	935	host	gene-FTB24_14430
gene-FTB24_16510	166	227	158	157	315	221	203	237	203	168	197	186	254	207	261	host	gene-FTB24_16510
gene-FTB24_17360	979	609	1089	942	690	673	661	639	594	563	434	526	800	735	839	host	gene-FTB24_17360
gene-FTB24_04360	1203	1637	865	916	824	669	705	945	876	783	965	1327	2398	2062	3560	host	gene-FTB24_04360
gene-FTB24_08155	11330	11251	7228	12455	22872	18899	14706	17096	15625	11969	12003	13996	12604	7378	14112	host	gene-FTB24_08155_gene_trxB
gene-FTB24_05285	511	642	604	398	705	564	568	648	676	546	552	607	703	618	739	host	gene-FTB24_05285
