Geneid	5_R1	5_R2	10_R1	10_R2	20_R1	20_R2	Entity	Symbol
gene-AUO97_RS05790	743	578	168	243	144	96	host	dsbD
gene-AUO97_RS17510	2105	1561	1320	1830	962	748	host	gene-AUO97_RS17510
gene-AUO97_RS12330	430	348	111	139	69	54	host	gene-AUO97_RS12330
gene-AUO97_RS04540	147	107	38	47	22	11	host	ribA
gene-AUO97_RS06410	203	168	119	124	46	35	host	gene-AUO97_RS06410
gene-AUO97_RS13775	8	6	4	2	3	2	host	gene-AUO97_RS13775
gene-AUO97_RS02140	6	12	3	3	0	0	host	gene-AUO97_RS02140
gene-AUO97_RS18780	2910	2207	550	610	401	264	host	gene-AUO97_RS18780
gene-AUO97_RS00535	7	3	1	7	2	3	host	gene-AUO97_RS00535
gene-AUO97_RS05415	1	0	2	0	0	0	host	gene-AUO97_RS05415
gene-AUO97_RS01275	1668	1318	408	442	234	160	host	icd
gene-AUO97_RS15130	93	90	18	27	7	9	host	gene-AUO97_RS15130
gene-AUO97_RS01195	1370	973	393	396	279	190	host	rapA
gene-AUO97_RS03125	128	111	25	26	10	15	host	gene-AUO97_RS03125
gene-AUO97_RS17345	68	66	23	29	11	11	host	gene-AUO97_RS17345
gene-AUO97_RS00200	667	480	270	318	143	97	host	rhlB
gene-AUO97_RS13780	69	63	21	35	10	7	host	gene-AUO97_RS13780
gene-AUO97_RS19040	10136	7917	3175	4118	1141	838	host	gene-AUO97_RS19040
gene-AUO97_RS04400	12022	9929	4545	5426	3250	2351	host	rplD
gene-AUO97_RS06270	227	231	280	412	100	74	host	gene-AUO97_RS06270
gene-AUO97_RS15690	0	0	0	0	0	1	host	gene-AUO97_RS15690
gene-AUO97_RS09805	2	0	0	0	0	0	host	gene-AUO97_RS09805
gene-AUO97_RS00420	12	11	4	4	1	3	host	gene-AUO97_RS00420
gene-AUO97_RS08360	0	0	0	0	0	0	host	gene-AUO97_RS08360
gene-AUO97_RS04285	19922	16498	7637	8834	5530	4003	host	rpsD
gene-AUO97_RS01650	0	0	0	0	0	0	host	gene-AUO97_RS01650
gene-AUO97_RS13570	37	25	8	17	10	8	host	gene-AUO97_RS13570
gene-AUO97_RS06085	125	83	20	30	14	11	host	gene-AUO97_RS06085
gene-AUO97_RS10165	1	2	0	2	1	0	host	gene-AUO97_RS10165
gene-AUO97_RS17750	430	326	114	110	59	30	host	uppS
gene-AUO97_RS18570	0	0	0	0	0	0	host	gene-AUO97_RS18570
gene-AUO97_RS14370	628	465	191	229	109	55	host	gene-AUO97_RS14370
gene-AUO97_RS13165	0	0	0	0	0	0	host	gene-AUO97_RS13165
gene-AUO97_RS18790	313	220	106	111	53	29	host	gene-AUO97_RS18790
gene-AUO97_RS00105	324	235	70	98	61	37	host	gene-AUO97_RS00105
gene-AUO97_RS04720	348	258	47	85	43	40	host	gene-AUO97_RS04720
gene-AUO97_RS19465	8	9	3	1	2	0	host	gene-AUO97_RS19465
gene-AUO97_RS05160	2705	2597	1045	1186	439	300	host	gene-AUO97_RS05160
gene-AUO97_RS19025	336	209	99	107	44	49	host	gene-AUO97_RS19025
gene-AUO97_RS10260	145	122	30	50	25	21	host	gene-AUO97_RS10260
gene-AUO97_RS00615	2537	1742	719	786	521	347	host	gene-AUO97_RS00615
gene-AUO97_RS02975	143	83	51	50	28	25	host	gene-AUO97_RS02975
gene-AUO97_RS16705	0	0	0	0	0	0	host	gene-AUO97_RS16705
gene-AUO97_RS12315	95	70	33	61	18	11	host	rsmD
gene-AUO97_RS06470	131	99	31	37	12	8	host	gene-AUO97_RS06470
gene-AUO97_RS12790	0	0	0	0	0	0	host	gene-AUO97_RS12790
gene-AUO97_RS07790	1055	745	271	311	143	121	host	ribBA
gene-AUO97_RS06950	1	0	0	0	0	0	host	tviB
gene-AUO97_RS04775	931	793	238	280	156	137	host	gene-AUO97_RS04775
gene-AUO97_RS14510	37	28	12	10	3	1	host	gene-AUO97_RS14510
gene-AUO97_RS14170	3311	2692	898	1147	412	315	host	paaA
gene-AUO97_RS08680	285	250	129	151	79	66	host	gluQRS
gene-AUO97_RS14955	63	45	2	8	4	3	host	gene-AUO97_RS14955
gene-AUO97_RS10565	20	11	4	2	3	2	host	gene-AUO97_RS10565
gene-AUO97_RS08320	0	0	0	0	0	0	host	gene-AUO97_RS08320
gene-AUO97_RS18865	244	195	103	74	38	29	host	gene-AUO97_RS18865
gene-AUO97_RS06780	0	0	0	0	0	0	host	gene-AUO97_RS06780
gene-AUO97_RS01070	166	151	107	156	27	37	host	gene-AUO97_RS01070
gene-AUO97_RS14570	55	32	7	23	11	6	host	gene-AUO97_RS14570
gene-AUO97_RS07565	35	33	17	14	8	8	host	mutY
gene-AUO97_RS16580	8	2	2	0	0	0	host	gene-AUO97_RS16580
gene-AUO97_RS12400	773	580	255	430	228	218	host	ssrS
gene-AUO97_RS02490	7688	5660	2012	2223	1534	1051	host	gene-AUO97_RS02490_gene_lpdA
gene-AUO97_RS11980	19	18	7	5	3	2	host	gene-AUO97_RS11980
gene-AUO97_RS12025	0	5	1	2	0	0	host	gene-AUO97_RS12025
gene-AUO97_RS17135	20	10	9	2	4	5	host	gene-AUO97_RS17135
gene-AUO97_RS06975	875	585	160	165	82	72	host	gene-AUO97_RS06975
gene-AUO97_RS00225	132	92	30	31	20	16	host	thiS
gene-AUO97_RS13020	0	0	0	0	0	0	host	gene-AUO97_RS13020
gene-AUO97_RS10665	225	182	27	37	15	10	host	gene-AUO97_RS10665
gene-AUO97_RS07030	505	340	185	263	107	76	host	ubiG
gene-AUO97_RS16670	18	14	5	5	1	1	host	gene-AUO97_RS16670
gene-M172_gp32	12988	15921	95789	130219	128848	100255	phage	gene-M172_gp32
gene-AUO97_RS15355	83	68	13	26	4	7	host	gene-AUO97_RS15355
gene-AUO97_RS08610	239	159	43	47	25	11	host	gene-AUO97_RS08610
gene-AUO97_RS05550	1697	1676	1116	1238	504	357	host	gene-AUO97_RS05550
gene-AUO97_RS13925	20	19	7	22	0	2	host	gene-AUO97_RS13925
gene-AUO97_RS07380	28	24	10	16	6	4	host	gene-AUO97_RS07380
gene-AUO97_RS16360	19	8	1	6	5	1	host	gene-AUO97_RS16360
gene-AUO97_RS15165	983	709	266	252	96	69	host	gene-AUO97_RS15165
gene-AUO97_RS06115	142	99	23	45	22	14	host	gene-AUO97_RS06115
gene-AUO97_RS03655	0	1	0	0	0	0	host	gene-AUO97_RS03655
gene-AUO97_RS12785	0	0	0	0	0	0	host	gene-AUO97_RS12785
gene-AUO97_RS19240	702	598	214	298	126	121	host	gltS
gene-AUO97_RS19160	1	1	0	3	0	1	host	gene-AUO97_RS19160
gene-AUO97_RS01305	2539	1841	760	940	369	304	host	gene-AUO97_RS01305
gene-AUO97_RS17095	31	18	11	11	2	4	host	gene-AUO97_RS17095_gene_pcaD
gene-AUO97_RS03895	35	25	5	6	6	3	host	gene-AUO97_RS03895
gene-AUO97_RS09415	16	14	8	8	2	3	host	gene-AUO97_RS09415
gene-AUO97_RS17400	87	79	29	43	16	8	host	gene-AUO97_RS17400
gene-AUO97_RS07105	2866	2182	852	908	536	343	host	ileS
gene-AUO97_RS19705	0	0	0	0	0	0	host	gene-AUO97_RS19705
gene-AUO97_RS09020	7	4	6	4	1	2	host	gene-AUO97_RS09020
gene-AUO97_RS11005	5813	4701	1862	2085	1248	870	host	nuoL
gene-AUO97_RS05640	281	223	62	80	55	28	host	recJ
gene-AUO97_RS04290	14469	12046	5340	6084	3932	2758	host	rpsK
gene-AUO97_RS05995	0	0	0	0	0	0	host	arsH
gene-AUO97_RS06720	9	2	3	2	5	0	host	gene-AUO97_RS06720
gene-AUO97_RS02390	364	298	196	231	44	31	host	gene-AUO97_RS02390
gene-AUO97_RS12080	471	337	152	174	106	77	host	metH
gene-AUO97_RS05535	2713	2212	841	1018	591	435	host	omp33-36
gene-AUO97_RS14875	475	325	94	106	81	57	host	dapC
gene-AUO97_RS17010	290	191	120	131	47	44	host	gene-AUO97_RS17010
gene-AUO97_RS04730	137	111	20	36	18	14	host	gene-AUO97_RS04730_gene_yccS
gene-AUO97_RS04120	811	600	217	261	143	82	host	miaB
gene-AUO97_RS10330	27	29	9	17	4	1	host	mazG
gene-AUO97_RS10450	4339	3514	1806	2180	1112	830	host	pheT
gene-AUO97_RS16550	15	15	3	6	1	6	host	adeS
gene-AUO97_RS19535	45	30	15	32	7	9	host	gene-AUO97_RS19535
gene-AUO97_RS11170	762	543	227	258	139	100	host	ffh
gene-AUO97_RS10535	46	42	12	18	11	6	host	gene-AUO97_RS10535
gene-AUO97_RS17545	12	11	10	13	3	0	host	gene-AUO97_RS17545
gene-AUO97_RS05455	1474	1068	491	642	317	279	host	gabT
gene-AUO97_RS05310	31	27	16	20	9	10	host	gene-AUO97_RS05310
gene-AUO97_RS00140	313	233	72	78	36	30	host	gene-AUO97_RS00140
gene-AUO97_RS06555	114	79	24	22	14	9	host	gene-AUO97_RS06555
gene-AUO97_RS12035	1	0	0	0	1	0	host	gene-AUO97_RS12035
gene-AUO97_RS19355	58	48	26	39	17	11	host	gene-AUO97_RS19355
gene-AUO97_RS06525	97	77	10	23	11	5	host	gene-AUO97_RS06525
gene-AUO97_RS15955	76	48	13	15	13	14	host	gene-AUO97_RS15955
gene-AUO97_RS17500	402	325	110	129	54	59	host	ftsY
gene-AUO97_RS00760	41	36	17	25	5	7	host	gene-AUO97_RS00760
gene-AUO97_RS08725	147	103	44	65	26	23	host	phoU
gene-AUO97_RS11565	196	162	77	94	22	32	host	aat
gene-AUO97_RS06645	7	3	1	2	2	0	host	abaI
gene-AUO97_RS00785	13	14	4	6	3	3	host	basH
gene-AUO97_RS11125	328	256	77	94	36	28	host	gene-AUO97_RS11125
gene-AUO97_RS05930	1	0	0	0	0	0	host	gene-AUO97_RS05930
gene-AUO97_RS14755	44	25	17	24	8	5	host	gene-AUO97_RS14755
gene-AUO97_RS06430	8591	7085	3111	3672	2397	1694	host	atpG
gene-AUO97_RS14810	396	319	141	229	92	80	host	gene-AUO97_RS14810_gene_ahpF
gene-AUO97_RS04440	213	182	56	68	34	20	host	yihA
gene-AUO97_RS06865	1327	1159	530	627	219	173	host	lldP
gene-AUO97_RS07175	181	139	50	68	32	13	host	gene-AUO97_RS07175
gene-AUO97_RS17280	57	27	10	12	7	6	host	gene-AUO97_RS17280
gene-AUO97_RS17570	557	455	265	413	70	64	host	gene-AUO97_RS17570
gene-AUO97_RS16405	83	54	9	12	4	4	host	gene-AUO97_RS16405
gene-AUO97_RS06805	1	2	0	3	1	1	host	gene-AUO97_RS06805
gene-AUO97_RS12615	0	0	0	0	0	0	host	gene-AUO97_RS12615
gene-AUO97_RS00155	1146	781	247	325	242	139	host	purF
gene-AUO97_RS11270	295	259	161	197	83	73	host	gene-AUO97_RS11270
gene-AUO97_RS12165	649	503	125	165	78	59	host	ppk1
gene-AUO97_RS14980	296	181	80	74	41	33	host	gene-AUO97_RS14980
gene-AUO97_RS16170	44	35	9	17	1	4	host	gene-AUO97_RS16170
gene-AUO97_RS03035	280	233	72	66	29	16	host	dapE
gene-AUO97_RS11305	7013	5321	1293	1438	416	317	host	lysM
gene-AUO97_RS00840	6	2	1	1	1	1	host	bauC
gene-AUO97_RS07040	3396	2681	1430	1794	1085	759	host	gene-AUO97_RS07040
gene-AUO97_RS15405	104	83	25	26	18	18	host	tadA
gene-AUO97_RS09910	182	129	77	113	30	26	host	gene-AUO97_RS09910
gene-AUO97_RS06090	2886	2279	823	922	442	337	host	gene-AUO97_RS06090
gene-AUO97_RS12885	0	0	0	0	0	0	host	gene-AUO97_RS12885
gene-AUO97_RS06620	3	3	0	3	3	0	host	gene-AUO97_RS06620
gene-AUO97_RS00765	118	84	29	37	26	20	host	hemE
gene-AUO97_RS05205	323	221	115	150	57	51	host	hisA
gene-AUO97_RS07705	271	257	101	97	45	43	host	hutH
gene-AUO97_RS01285	6478	4718	1918	2076	1433	953	host	gene-AUO97_RS01285
gene-AUO97_RS16900	0	0	0	0	0	0	host	gene-AUO97_RS16900
gene-AUO97_RS03080	495	348	100	111	67	46	host	gene-AUO97_RS03080
gene-AUO97_RS13170	0	0	0	0	0	0	host	gene-AUO97_RS13170
gene-AUO97_RS16095	62	36	18	25	10	14	host	gene-AUO97_RS16095
gene-AUO97_RS06125	46	28	5	10	2	3	host	gene-AUO97_RS06125
gene-AUO97_RS18595	137	76	53	49	17	25	host	gene-AUO97_RS18595
gene-AUO97_RS06495	1242	995	511	602	260	163	host	gene-AUO97_RS06495
gene-AUO97_RS19115	1171	951	401	446	187	156	host	gene-AUO97_RS19115
gene-AUO97_RS19610	0	2	0	2	0	0	host	gene-AUO97_RS19610
gene-AUO97_RS02645	535	420	124	153	86	51	host	gene-AUO97_RS02645
gene-AUO97_RS13180	0	0	0	0	0	0	host	gene-AUO97_RS13180
gene-AUO97_RS14430	9090	7039	3654	4477	2614	1775	host	surA1
gene-AUO97_RS10495	231	159	73	58	39	24	host	gene-AUO97_RS10495
gene-AUO97_RS12180	428	336	120	121	64	50	host	estB
gene-AUO97_RS13370	134	94	52	58	24	19	host	gene-AUO97_RS13370
gene-AUO97_RS06365	684	553	178	244	118	100	host	gene-AUO97_RS06365_gene_def
gene-AUO97_RS12215	737	588	191	229	106	60	host	cysD
gene-AUO97_RS14025	22	25	4	10	8	2	host	tssA
gene-AUO97_RS09310	2505	2476	595	840	455	336	host	gene-AUO97_RS09310
gene-AUO97_RS13275	1195	815	299	363	226	185	host	alaS
gene-AUO97_RS14270	253	189	55	60	37	36	host	gene-AUO97_RS14270
gene-AUO97_RS02935	348	244	115	137	57	50	host	gene-AUO97_RS02935
gene-AUO97_RS04705	348	305	282	388	165	130	host	gene-AUO97_RS04705
gene-AUO97_RS11505	62	44	8	7	5	1	host	gene-AUO97_RS11505
gene-AUO97_RS07670	626	599	294	444	145	116	host	gene-AUO97_RS07670
gene-AUO97_RS11290	1382	1070	390	433	230	170	host	fabD
gene-AUO97_RS11615	10891	8221	2885	3087	1490	1202	host	gene-AUO97_RS11615
gene-AUO97_RS08540	70	45	28	23	7	4	host	gene-AUO97_RS08540
gene-AUO97_RS07185	816	589	165	185	90	71	host	grpE
gene-AUO97_RS12350	144	120	43	53	33	17	host	gdhA
gene-AUO97_RS18710	38	27	6	8	4	0	host	gene-AUO97_RS18710
gene-AUO97_RS19925	0	0	0	0	0	0	host	gene-AUO97_RS19925
gene-AUO97_RS17195	41	51	7	6	9	10	host	gene-AUO97_RS17195
gene-AUO97_RS13890	2	2	3	4	0	2	host	gene-AUO97_RS13890
gene-AUO97_RS06070	124	90	23	21	7	6	host	gene-AUO97_RS06070
gene-AUO97_RS13635	643	481	212	250	135	85	host	cysS
gene-AUO97_RS15105	42	29	9	12	8	8	host	queG
gene-AUO97_RS11040	127	132	36	42	17	20	host	gene-AUO97_RS11040
gene-AUO97_RS00510	546	450	150	159	54	61	host	gene-AUO97_RS00510
gene-AUO97_RS10070	1532	1201	491	491	310	190	host	grxC
gene-AUO97_RS17385	533	413	200	237	127	84	host	clpS
gene-AUO97_RS03970	422	296	117	145	77	59	host	pdxA
gene-AUO97_RS10600	997	754	228	274	153	112	host	murA
gene-AUO97_RS09230	3879	3176	946	1072	624	489	host	pnp
gene-AUO97_RS01980	96	78	19	25	13	4	host	gene-AUO97_RS01980
gene-AUO97_RS08940	11	9	4	5	1	0	host	gene-AUO97_RS08940
gene-AUO97_RS19090	654	557	219	240	52	42	host	gene-AUO97_RS19090
gene-AUO97_RS02600	82	52	22	14	12	5	host	gene-AUO97_RS02600
gene-AUO97_RS15645	9	5	4	8	5	5	host	gene-AUO97_RS15645
gene-AUO97_RS03435	372	285	136	151	85	58	host	gene-AUO97_RS03435
gene-AUO97_RS09450	101	86	25	39	29	7	host	gene-AUO97_RS09450
gene-AUO97_RS06595	9	3	1	5	0	0	host	gene-AUO97_RS06595
gene-AUO97_RS19545	13	14	3	3	1	6	host	gene-AUO97_RS19545
gene-AUO97_RS18915	38	31	17	27	11	9	host	gene-AUO97_RS18915
gene-AUO97_RS11180	206	142	45	54	17	17	host	gene-AUO97_RS11180
gene-AUO97_RS01385	53	38	23	25	5	5	host	gene-AUO97_RS01385
gene-AUO97_RS18010	8	6	5	2	2	2	host	gene-AUO97_RS18010
gene-AUO97_RS02290	109	70	27	33	10	7	host	gene-AUO97_RS02290
gene-AUO97_RS02175	52	32	27	7	9	11	host	gene-AUO97_RS02175
gene-AUO97_RS05605	432	292	71	96	54	35	host	gene-AUO97_RS05605
gene-AUO97_RS02095	71	67	30	28	19	10	host	epmA
gene-AUO97_RS15225	90	85	29	47	18	13	host	gene-AUO97_RS15225
gene-AUO97_RS05585	19	21	12	21	8	0	host	gene-AUO97_RS05585
gene-AUO97_RS08365	0	0	0	0	0	0	host	gene-AUO97_RS08365
gene-AUO97_RS13425	2473	1760	529	584	389	270	host	hrpA
gene-AUO97_RS01300	424	363	110	127	49	37	host	gene-AUO97_RS01300
gene-AUO97_RS15635	2	3	1	3	1	0	host	gene-AUO97_RS15635
gene-AUO97_RS06375	24	24	5	16	4	3	host	dprA
gene-AUO97_RS18660	933	652	271	371	150	118	host	gene-AUO97_RS18660
gene-AUO97_RS07425	144	116	61	73	20	30	host	gene-AUO97_RS07425
gene-AUO97_RS12335	1018	709	301	283	184	124	host	adk
gene-AUO97_RS06460	294	221	121	168	36	36	host	gene-AUO97_RS06460
gene-AUO97_RS03050	109	71	36	44	24	21	host	gene-AUO97_RS03050
gene-AUO97_RS08545	508	377	191	195	105	78	host	glnK
gene-AUO97_RS07495	71	46	27	26	8	5	host	gene-AUO97_RS07495
gene-AUO97_RS00010	25	20	9	15	3	3	host	gene-AUO97_RS00010
gene-AUO97_RS14585	17	11	5	9	1	5	host	gene-AUO97_RS14585
gene-AUO97_RS16185	199	147	35	27	19	19	host	gene-AUO97_RS16185
gene-AUO97_RS00770	1675	1325	410	495	245	184	host	gene-AUO97_RS00770
gene-AUO97_RS03720	0	0	0	0	0	0	host	gene-AUO97_RS03720
gene-AUO97_RS00680	4360	3184	1273	1410	944	643	host	glnA
gene-AUO97_RS04650	1028	783	263	387	130	151	host	gene-AUO97_RS04650
gene-AUO97_RS05250	10	12	6	7	2	2	host	gene-AUO97_RS05250
gene-AUO97_RS12515	72	47	8	13	10	2	host	gene-AUO97_RS12515
gene-AUO97_RS08745	156	117	52	56	20	30	host	gene-AUO97_RS08745
gene-AUO97_RS06355	125	85	48	52	20	21	host	gene-AUO97_RS06355
gene-AUO97_RS03200	656	604	358	458	226	147	host	gene-AUO97_RS03200
gene-AUO97_RS02795	1087	961	480	501	228	171	host	gene-AUO97_RS02795
gene-AUO97_RS07430	1070	925	482	577	213	192	host	gene-AUO97_RS07430
gene-AUO97_RS09580	693	505	249	273	132	124	host	gltP
gene-AUO97_RS13485	54	33	13	25	12	9	host	cueR
gene-AUO97_RS08555	187	155	66	37	32	17	host	nrdR
gene-AUO97_RS08190	0	0	0	0	0	0	host	gene-AUO97_RS08190
gene-AUO97_RS06660	13	9	4	5	1	4	host	gene-AUO97_RS06660
gene-AUO97_RS12415	18	20	5	6	2	2	host	gene-AUO97_RS12415
gene-AUO97_RS16260	219	199	74	97	45	27	host	gene-AUO97_RS16260
gene-AUO97_RS17330	571	487	223	259	156	99	host	gene-AUO97_RS17330
gene-AUO97_RS06345	31	24	7	12	5	4	host	gene-AUO97_RS06345
gene-AUO97_RS14960	24	17	8	3	1	3	host	gene-AUO97_RS14960
gene-AUO97_RS01345	522	394	200	202	66	50	host	gene-AUO97_RS01345
gene-AUO97_RS04235	207	170	45	54	30	13	host	gene-AUO97_RS04235
gene-AUO97_RS15250	22	13	4	6	5	3	host	gene-AUO97_RS15250
gene-AUO97_RS11600	646	524	191	199	116	77	host	minC
gene-AUO97_RS18805	5	6	1	0	0	2	host	gene-AUO97_RS18805
gene-AUO97_RS05800	571	406	154	162	69	46	host	gene-AUO97_RS05800
gene-AUO97_RS12570	25	9	4	4	0	1	host	gene-AUO97_RS12570
gene-AUO97_RS04975	984	708	220	245	154	120	host	ponA
gene-AUO97_RS03365	36	25	6	16	3	5	host	gene-AUO97_RS03365
gene-AUO97_RS01325	425	321	90	97	44	44	host	gene-AUO97_RS01325
gene-AUO97_RS09400	268	202	109	105	27	26	host	gene-AUO97_RS09400
gene-AUO97_RS07870	219	163	108	153	82	66	host	gene-AUO97_RS07870
gene-AUO97_RS17850	42	34	7	21	4	5	host	gene-AUO97_RS17850
gene-AUO97_RS06700	982	751	157	144	70	59	host	gene-AUO97_RS06700
gene-M172_gp04	199929	240955	188794	228840	91208	75836	phage	gene-M172_gp04
gene-AUO97_RS01210	573	431	143	175	93	60	host	hemL
gene-AUO97_RS10210	498	372	131	146	56	44	host	gene-AUO97_RS10210
gene-AUO97_RS13640	490	371	119	126	62	58	host	gene-AUO97_RS13640
gene-AUO97_RS09480	973	790	358	431	220	176	host	katG
gene-AUO97_RS13940	68	64	17	8	4	7	host	gene-AUO97_RS13940
gene-AUO97_RS02180	0	0	0	0	0	0	host	gene-AUO97_RS02180
gene-AUO97_RS17005	0	0	0	0	0	0	host	gene-AUO97_RS17005
gene-AUO97_RS02880	502	339	127	162	109	77	host	mreC
gene-AUO97_RS07880	1031	757	300	303	157	135	host	gene-AUO97_RS07880
gene-AUO97_RS00145	120	89	57	49	16	9	host	gene-AUO97_RS00145
gene-AUO97_RS12445	255	325	119	174	69	76	host	gene-AUO97_RS12445
gene-AUO97_RS18040	6	3	2	1	0	0	host	gene-AUO97_RS18040
gene-M172_gp21	123006	134853	259707	310555	134706	101571	phage	gene-M172_gp21
gene-AUO97_RS02460	279	224	50	59	14	22	host	gene-AUO97_RS02460
gene-AUO97_RS04435	64	46	17	25	16	10	host	gene-AUO97_RS04435
gene-AUO97_RS14625	0	0	0	0	0	0	host	gcvA
gene-AUO97_RS14820	2732	2128	561	678	333	233	host	gene-AUO97_RS14820
gene-AUO97_RS10335	25	21	5	9	0	0	host	gene-AUO97_RS10335
gene-AUO97_RS09050	269	239	85	122	29	16	host	gene-AUO97_RS09050
gene-AUO97_RS16400	6	6	2	5	0	1	host	gene-AUO97_RS16400
gene-AUO97_RS19870	0	3	0	1	0	0	host	gene-AUO97_RS19870
gene-AUO97_RS00870	11	7	6	13	2	0	host	gene-AUO97_RS00870
gene-AUO97_RS19555	0	0	0	0	0	0	host	gene-AUO97_RS19555
gene-AUO97_RS05575	62	41	8	12	7	5	host	msuE
gene-AUO97_RS18800	48	34	12	15	6	3	host	gene-AUO97_RS18800
gene-AUO97_RS07690	64	27	10	13	3	7	host	hutC
gene-AUO97_RS18645	32	29	22	36	3	7	host	eutC
gene-AUO97_RS02560	5303	4062	1274	1433	939	640	host	rpoD
gene-AUO97_RS13285	456	321	125	162	69	64	host	gene-AUO97_RS13285
gene-AUO97_RS06380	102	83	37	31	25	2	host	gene-AUO97_RS06380
gene-AUO97_RS10235	167	113	59	59	24	17	host	gene-AUO97_RS10235
gene-AUO97_RS01565	67	47	15	17	5	6	host	cysT
gene-AUO97_RS17420	172	130	39	53	13	13	host	gene-AUO97_RS17420
gene-AUO97_RS14855	644	417	183	171	74	54	host	msrB
gene-AUO97_RS18175	0	0	1	0	1	0	host	gene-AUO97_RS18175
gene-AUO97_RS03395	381	339	63	120	32	36	host	gene-AUO97_RS03395
gene-AUO97_RS04480	117	121	30	38	25	16	host	gene-AUO97_RS04480
gene-AUO97_RS13705	135	102	33	50	9	10	host	fdxA
gene-AUO97_RS16645	18	7	4	6	0	0	host	gene-AUO97_RS16645
gene-AUO97_RS14530	75	69	14	34	11	10	host	gene-AUO97_RS14530
gene-AUO97_RS10520	289	210	57	82	44	24	host	gspE
gene-AUO97_RS16790	19	17	8	10	9	2	host	gene-AUO97_RS16790
gene-AUO97_RS12275	10	4	4	3	1	2	host	ureA
gene-AUO97_RS18250	0	0	0	0	0	0	host	gene-AUO97_RS18250
gene-AUO97_RS18500	104	99	44	42	6	3	host	gene-AUO97_RS18500
gene-AUO97_RS18400	351	277	79	90	41	37	host	gene-AUO97_RS18400
gene-AUO97_RS13410	258	177	102	138	59	47	host	gene-AUO97_RS13410
gene-AUO97_RS09790	1036	801	274	340	162	119	host	metW
gene-AUO97_RS10765	367	306	77	92	23	19	host	add
gene-AUO97_RS15720	12	15	9	21	2	8	host	gene-AUO97_RS15720
gene-AUO97_RS14795	42	27	12	12	4	6	host	gene-AUO97_RS14795
gene-AUO97_RS01695	0	0	0	0	0	0	host	gene-AUO97_RS01695
gene-AUO97_RS05260	29	22	8	10	2	2	host	gene-AUO97_RS05260
gene-AUO97_RS15930	555	445	182	216	115	81	host	gene-AUO97_RS15930
gene-AUO97_RS17680	183	142	41	55	10	20	host	gene-AUO97_RS17680
gene-AUO97_RS18270	0	0	1	1	0	0	host	gene-AUO97_RS18270
gene-AUO97_RS09545	854	669	274	373	210	155	host	gene-AUO97_RS09545
gene-AUO97_RS10595	269	206	63	55	31	18	host	ibaG
gene-AUO97_RS06420	5429	4241	2140	2866	1642	1159	host	gene-AUO97_RS06420
gene-AUO97_RS13905	30	19	7	14	1	2	host	gene-AUO97_RS13905
gene-AUO97_RS16180	283	202	63	69	23	8	host	recR
gene-AUO97_RS18375	44	33	13	17	11	6	host	gene-AUO97_RS18375
gene-AUO97_RS16120	40	26	16	15	9	3	host	gene-AUO97_RS16120
gene-AUO97_RS04210	572	327	120	161	36	27	host	gene-AUO97_RS04210
gene-AUO97_RS11960	9	11	4	3	5	0	host	gene-AUO97_RS11960
gene-AUO97_RS09700	495	369	168	209	101	93	host	gene-AUO97_RS09700
gene-AUO97_RS00495	273	225	89	91	62	22	host	gene-AUO97_RS00495
gene-AUO97_RS04640	187	165	60	95	33	28	host	gene-AUO97_RS04640
gene-AUO97_RS07360	29	27	12	20	9	7	host	gene-AUO97_RS07360
gene-AUO97_RS14525	53	46	7	12	4	8	host	gene-AUO97_RS14525
gene-AUO97_RS17575	41	35	21	14	8	5	host	gene-AUO97_RS17575
gene-AUO97_RS08510	147	109	34	63	11	12	host	gene-AUO97_RS08510
gene-AUO97_RS09040	278	191	79	71	33	29	host	recN
gene-AUO97_RS05510	27	18	10	17	3	4	host	gene-AUO97_RS05510
gene-AUO97_RS15900	2037	2010	624	785	180	183	host	gene-AUO97_RS15900
gene-AUO97_RS05890	0	0	0	0	0	0	host	gene-AUO97_RS05890
gene-M172_gp03	298624	351747	259228	323763	132597	108244	phage	gene-M172_gp03
gene-AUO97_RS05600	233	168	57	31	22	16	host	gene-AUO97_RS05600
gene-AUO97_RS15630	6	6	6	6	2	1	host	gene-AUO97_RS15630
gene-AUO97_RS00475	5	4	4	1	0	1	host	gene-AUO97_RS00475
gene-AUO97_RS06095	11627	8963	2673	2981	1504	1068	host	gene-AUO97_RS06095
gene-AUO97_RS17125	10	13	6	4	5	1	host	gene-AUO97_RS17125
gene-AUO97_RS17730	2067	1522	416	493	255	155	host	bamA
gene-AUO97_RS18120	0	0	0	0	0	0	host	gene-AUO97_RS18120
gene-AUO97_RS13845	1235	798	237	254	195	117	host	gene-AUO97_RS13845
gene-AUO97_RS01630	655	494	172	230	127	97	host	gene-AUO97_RS01630
gene-AUO97_RS08675	499	375	135	119	79	67	host	ftsW
gene-AUO97_RS16065	2	4	2	2	3	0	host	gene-AUO97_RS16065
gene-AUO97_RS02800	62	48	24	16	12	8	host	gene-AUO97_RS02800
gene-AUO97_RS03270	16	24	12	17	10	3	host	gene-AUO97_RS03270
gene-AUO97_RS00055	10912	8029	1132	1258	175	147	host	gene-AUO97_RS00055
gene-AUO97_RS05820	12	8	4	1	2	2	host	uraH
gene-AUO97_RS00920	0	0	0	0	0	0	host	gene-AUO97_RS00920
gene-AUO97_RS05865	0	0	0	0	0	0	host	gene-AUO97_RS05865
